	addr	pc
6877	"('610', 'SENJA RD', 'BUKIT PANJANG')"	670610
6878	"('610', 'WOODLANDS AVE 4', 'WOODLANDS')"	730610
6879	"('610', 'YISHUN ST 61', 'YISHUN')"	760610
6880	"('611', 'ANG MO KIO AVE 5', 'ANG MO KIO')"	560611
6881	"('611', 'BEDOK RESERVOIR RD', 'BEDOK')"	470611
6882	"('611', 'BT PANJANG RING RD', 'BUKIT PANJANG')"	671611
6883	"('611', 'CHOA CHU KANG ST 62', 'CHOA CHU KANG')"	680611
6884	"('611', 'CLEMENTI WEST ST 1', 'CLEMENTI')"	120611
6885	"('611', 'ELIAS RD', 'PASIR RIS')"	510611
6886	"('611', 'HOUGANG AVE 8', 'HOUGANG')"	530611
6887	"('611', 'JURONG WEST ST 65', 'JURONG WEST')"	640611
6888	"('611', 'WOODLANDS RING RD', 'WOODLANDS')"	730611
6889	"('611', 'YISHUN ST 61', 'YISHUN')"	760611
6890	"('612', 'ANG MO KIO AVE 4', 'ANG MO KIO')"	560612
6891	"('612', 'BEDOK RESERVOIR RD', 'BEDOK')"	470612
6892	"('612', 'CHOA CHU KANG ST 62', 'CHOA CHU KANG')"	680612
6893	"('612', 'CLEMENTI WEST ST 1', 'CLEMENTI')"	120612
6894	"('612', 'ELIAS RD', 'PASIR RIS')"	510612
6895	"('612', 'HOUGANG AVE 8', 'HOUGANG')"	530612
6896	"('612', 'JURONG WEST ST 65', 'JURONG WEST')"	640612
6897	"('612', 'SENJA RD', 'BUKIT PANJANG')"	670612
6898	"('612', 'WOODLANDS AVE 4', 'WOODLANDS')"	730612
6899	"('612', 'YISHUN ST 61', 'YISHUN')"	760612
6900	"('612A', 'PUNGGOL DR', 'PUNGGOL')"	821612
6901	"('612B', 'PUNGGOL DR', 'PUNGGOL')"	822612
6902	"('612C', 'PUNGGOL DR', 'PUNGGOL')"	823612
6903	"('612D', 'PUNGGOL DR', 'PUNGGOL')"	824612
6904	"('613', 'ANG MO KIO AVE 4', 'ANG MO KIO')"	560613
6905	"('613', 'BEDOK RESERVOIR RD', 'BEDOK')"	470613
6906	"('613', 'BT PANJANG RING RD', 'BUKIT PANJANG')"	671613
6907	"('613', 'CHOA CHU KANG ST 62', 'CHOA CHU KANG')"	680613
6908	"('613', 'CLEMENTI WEST ST 1', 'CLEMENTI')"	120613
6909	"('613', 'ELIAS RD', 'PASIR RIS')"	510613
6910	"('613', 'HOUGANG AVE 8', 'HOUGANG')"	530613
6911	"('613', 'JURONG WEST ST 62', 'JURONG WEST')"	640613
6912	"('613', 'WOODLANDS AVE 4', 'WOODLANDS')"	730613
6913	"('613', 'YISHUN ST 61', 'YISHUN')"	760613
6914	"('613A', 'BEDOK RESERVOIR RD', 'BEDOK')"	471613
6915	"('613A', 'PUNGGOL DR', 'PUNGGOL')"	821613
6916	"('613B', 'BEDOK RESERVOIR RD', 'BEDOK')"	472613
6917	"('613B', 'PUNGGOL DR', 'PUNGGOL')"	822613
6918	"('613C', 'PUNGGOL DR', 'PUNGGOL')"	823613
6919	"('613D', 'PUNGGOL DR', 'PUNGGOL')"	824613
6920	"('614', 'ANG MO KIO AVE 4', 'ANG MO KIO')"	560614
6921	"('614', 'BEDOK RESERVOIR RD', 'BEDOK')"	470614
6922	"('614', 'CHOA CHU KANG ST 62', 'CHOA CHU KANG')"	680614
6923	"('614', 'ELIAS RD', 'PASIR RIS')"	510614
6924	"('614', 'HOUGANG AVE 8', 'HOUGANG')"	530614
6925	"('614', 'SENJA RD', 'BUKIT PANJANG')"	670614
6926	"('614', 'WOODLANDS AVE 4', 'WOODLANDS')"	730614
6927	"('614', 'YISHUN ST 61', 'YISHUN')"	760614
6928	"('614A', 'EDGEFIELD PLAINS', 'PUNGGOL')"	821614
6929	"('614B', 'EDGEFIELD PLAINS', 'PUNGGOL')"	822614
6930	"('615', 'ANG MO KIO AVE 4', 'ANG MO KIO')"	560615
6931	"('615', 'BEDOK RESERVOIR RD', 'BEDOK')"	470615
6932	"('615', 'BT PANJANG RING RD', 'BUKIT PANJANG')"	670615
6933	"('615', 'CHOA CHU KANG ST 62', 'CHOA CHU KANG')"	680615
6934	"('615', 'ELIAS RD', 'PASIR RIS')"	510615
6935	"('615', 'HOUGANG AVE 8', 'HOUGANG')"	530615
6936	"('615', 'WOODLANDS AVE 4', 'WOODLANDS')"	730615
6937	"('615', 'YISHUN RING RD', 'YISHUN')"	760615
6938	"('615A', 'EDGEFIELD PLAINS', 'PUNGGOL')"	821615
6939	"('615B', 'EDGEFIELD PLAINS', 'PUNGGOL')"	822615
6940	"('615C', 'EDGEFIELD PLAINS', 'PUNGGOL')"	823615
6941	"('616', 'ANG MO KIO AVE 4', 'ANG MO KIO')"	560616
6942	"('616', 'BEDOK RESERVOIR RD', 'BEDOK')"	470616
6943	"('616', 'CHOA CHU KANG ST 62', 'CHOA CHU KANG')"	680616
6944	"('616', 'HOUGANG AVE 8', 'HOUGANG')"	530616
6945	"('616', 'SENJA RD', 'BUKIT PANJANG')"	670616
6946	"('616', 'WOODLANDS AVE 4', 'WOODLANDS')"	730616
6947	"('616', 'YISHUN RING RD', 'YISHUN')"	760616
6948	"('617', 'ANG MO KIO AVE 4', 'ANG MO KIO')"	560617
6949	"('617', 'BEDOK RESERVOIR RD', 'BEDOK')"	470617
6950	"('617', 'BT PANJANG RING RD', 'BUKIT PANJANG')"	670617
6951	"('617', 'CHOA CHU KANG NTH 7', 'CHOA CHU KANG')"	680617
6952	"('617', 'HOUGANG AVE 8', 'HOUGANG')"	530617
6953	"('617', 'JURONG WEST ST 65', 'JURONG WEST')"	640617
6954	"('617', 'WOODLANDS AVE 4', 'WOODLANDS')"	730617
6955	"('617', 'YISHUN RING RD', 'YISHUN')"	760617
6956	"('617A', 'PUNGGOL DR', 'PUNGGOL')"	821617
6957	"('617B', 'PUNGGOL DR', 'PUNGGOL')"	822617
6958	"('617C', 'PUNGGOL DR', 'PUNGGOL')"	823617
6959	"('617D', 'PUNGGOL DR', 'PUNGGOL')"	824617
6960	"('618', 'ANG MO KIO AVE 4', 'ANG MO KIO')"	560618
6961	"('618', 'BEDOK RESERVOIR RD', 'BEDOK')"	470618
6962	"('618', 'CHOA CHU KANG NTH 7', 'CHOA CHU KANG')"	680618
6963	"('618', 'HOUGANG AVE 8', 'HOUGANG')"	530618
6964	"('618', 'JURONG WEST ST 65', 'JURONG WEST')"	640618
6965	"('618', 'SENJA RD', 'BUKIT PANJANG')"	670618
6966	"('618', 'WOODLANDS AVE 4', 'WOODLANDS')"	730618
6967	"('618', 'YISHUN RING RD', 'YISHUN')"	760618
6968	"('618A', 'PUNGGOL DR', 'PUNGGOL')"	821618
6969	"('618B', 'PUNGGOL DR', 'PUNGGOL')"	822618
6970	"('618C', 'PUNGGOL DR', 'PUNGGOL')"	823618
6971	"('618D', 'PUNGGOL DR', 'PUNGGOL')"	824618
6972	"('619', 'ANG MO KIO AVE 4', 'ANG MO KIO')"	560619
6973	"('619', 'BEDOK RESERVOIR RD', 'BEDOK')"	470619
6974	"('619', 'BT PANJANG RING RD', 'BUKIT PANJANG')"	670619
6975	"('619', 'CHOA CHU KANG NTH 7', 'CHOA CHU KANG')"	680619
6976	"('619', 'HOUGANG AVE 8', 'HOUGANG')"	530619
6977	"('619', 'JURONG WEST ST 65', 'JURONG WEST')"	640619
6978	"('619', 'WOODLANDS DR 52', 'WOODLANDS')"	730619
6979	"('619', 'YISHUN RING RD', 'YISHUN')"	760619
6980	"('619A', 'PUNGGOL DR', 'PUNGGOL')"	821619
6981	"('619B', 'PUNGGOL DR', 'PUNGGOL')"	822619
6982	"('619C', 'PUNGGOL DR', 'PUNGGOL')"	823619
6983	"('619D', 'PUNGGOL DR', 'PUNGGOL')"	824619
6984	"('61A', 'STRATHMORE AVE', 'QUEENSTOWN')"	142061
6985	"('61B', 'STRATHMORE AVE', 'QUEENSTOWN')"	143061
6986	"('61C', 'STRATHMORE AVE', 'QUEENSTOWN')"	144061
6987	"('62', ""C'WEALTH DR"", 'QUEENSTOWN')"	140062
6988	"('62', 'CHAI CHEE RD', 'BEDOK')"	460062
6989	"('62', 'CIRCUIT RD', 'GEYLANG')"	370062
6990	"('62', 'DAKOTA CRES', 'GEYLANG')"	390062
6991	"('62', ""JLN MA'MOR"", 'KALLANG/WHAMPOA')"	320062
6992	"('62', 'LOR 4 TOA PAYOH', 'TOA PAYOH')"	310062
6993	"('62', 'MARINE DR', 'MARINE PARADE')"	440062
6994	"('62', 'NEW UPP CHANGI RD', 'BEDOK')"	461062
6995	"('62', 'SIMS DR', 'GEYLANG')"	380062
6996	"('62', 'TEBAN GDNS RD', 'JURONG EAST')"	600062
6997	"('62', 'TELOK BLANGAH HTS', 'BUKIT MERAH')"	100062
6998	"('620', 'ANG MO KIO AVE 9', 'ANG MO KIO')"	560620
6999	"('620', 'BEDOK RESERVOIR RD', 'BEDOK')"	470620
7000	"('620', 'BT BATOK CTRL', 'BUKIT BATOK')"	650620
7001	"('620', 'BT PANJANG RING RD', 'BUKIT PANJANG')"	670620
7002	"('620', 'CHOA CHU KANG ST 62', 'CHOA CHU KANG')"	680620
7003	"('620', 'HOUGANG AVE 8', 'HOUGANG')"	530620
7004	"('620', 'JURONG WEST ST 65', 'JURONG WEST')"	640620
7005	"('620', 'WOODLANDS DR 52', 'WOODLANDS')"	730620
7006	"('620', 'YISHUN RING RD', 'YISHUN')"	760620
7007	"('621', 'ANG MO KIO AVE 9', 'ANG MO KIO')"	560621
7008	"('621', 'BEDOK RESERVOIR RD', 'BEDOK')"	470621
7009	"('621', 'BT BATOK CTRL', 'BUKIT BATOK')"	650621
7010	"('621', 'CHOA CHU KANG ST 62', 'CHOA CHU KANG')"	680621
7011	"('621', 'HOUGANG AVE 8', 'HOUGANG')"	530621
7012	"('621', 'JURONG WEST ST 65', 'JURONG WEST')"	640621
7013	"('621', 'SENJA RD', 'BUKIT PANJANG')"	670621
7014	"('621', 'WOODLANDS DR 52', 'WOODLANDS')"	730621
7015	"('621', 'YISHUN RING RD', 'YISHUN')"	760621
7016	"('622', 'ANG MO KIO AVE 9', 'ANG MO KIO')"	560622
7017	"('622', 'BEDOK RESERVOIR RD', 'BEDOK')"	470622
7018	"('622', 'BT BATOK CTRL', 'BUKIT BATOK')"	651622
7019	"('622', 'HOUGANG AVE 8', 'HOUGANG')"	530622
7020	"('622', 'JURONG WEST ST 61', 'JURONG WEST')"	640622
7021	"('622', 'SENJA RD', 'BUKIT PANJANG')"	670622
7022	"('622', 'WOODLANDS DR 52', 'WOODLANDS')"	730622
7023	"('622', 'YISHUN RING RD', 'YISHUN')"	760622
7024	"('622A', 'PUNGGOL CTRL', 'PUNGGOL')"	821622
7025	"('622B', 'PUNGGOL CTRL', 'PUNGGOL')"	822622
7026	"('622C', 'PUNGGOL CTRL', 'PUNGGOL')"	823622
7027	"('623', 'ANG MO KIO AVE 9', 'ANG MO KIO')"	560623
7028	"('623', 'BEDOK RESERVOIR RD', 'BEDOK')"	470623
7029	"('623', 'BT BATOK CTRL', 'BUKIT BATOK')"	650623
7030	"('623', 'HOUGANG AVE 8', 'HOUGANG')"	530623
7031	"('623', 'JURONG WEST ST 61', 'JURONG WEST')"	640623
7032	"('623', 'SENJA RD', 'BUKIT PANJANG')"	670623
7033	"('623', 'WOODLANDS DR 52', 'WOODLANDS')"	730623
7034	"('623A', 'PUNGGOL CTRL', 'PUNGGOL')"	821623
7035	"('623B', 'PUNGGOL CTRL', 'PUNGGOL')"	822623
7036	"('623C', 'PUNGGOL CTRL', 'PUNGGOL')"	823623
7037	"('624', 'ANG MO KIO AVE 4', 'ANG MO KIO')"	560624
7038	"('624', 'BEDOK RESERVOIR RD', 'BEDOK')"	470624
7039	"('624', 'BT BATOK CTRL', 'BUKIT BATOK')"	650624
7040	"('624', 'HOUGANG AVE 8', 'HOUGANG')"	530624
7041	"('624', 'JURONG WEST ST 61', 'JURONG WEST')"	640624
7042	"('624', 'SENJA RD', 'BUKIT PANJANG')"	670624
7043	"('624', 'YISHUN RING RD', 'YISHUN')"	760624
7044	"('624A', 'PUNGGOL CTRL', 'PUNGGOL')"	821624
7045	"('624A', 'WOODLANDS DR 52', 'WOODLANDS')"	731624
7046	"('624B', 'PUNGGOL CTRL', 'PUNGGOL')"	822624
7047	"('624B', 'WOODLANDS DR 52', 'WOODLANDS')"	732624
7048	"('624C', 'PUNGGOL CTRL', 'PUNGGOL')"	823624
7049	"('625', 'ANG MO KIO AVE 9', 'ANG MO KIO')"	560625
7050	"('625', 'BEDOK RESERVOIR RD', 'BEDOK')"	470625
7051	"('625', 'BT BATOK CTRL', 'BUKIT BATOK')"	650625
7052	"('625', 'CHOA CHU KANG ST 62', 'CHOA CHU KANG')"	680625
7053	"('625', 'HOUGANG AVE 8', 'HOUGANG')"	530625
7054	"('625', 'JURONG WEST ST 61', 'JURONG WEST')"	640625
7055	"('625', 'SENJA RD', 'BUKIT PANJANG')"	670625
7056	"('625', 'YISHUN ST 61', 'YISHUN')"	760625
7057	"('625A', 'WOODLANDS DR 52', 'WOODLANDS')"	731625
7058	"('625B', 'WOODLANDS DR 52', 'WOODLANDS')"	732625
7059	"('626', 'BEDOK RESERVOIR RD', 'BEDOK')"	470626
7060	"('626', 'BT BATOK CTRL', 'BUKIT BATOK')"	650626
7061	"('626', 'CHOA CHU KANG ST 62', 'CHOA CHU KANG')"	680626
7062	"('626', 'HOUGANG AVE 8', 'HOUGANG')"	530626
7063	"('626', 'JURONG WEST ST 65', 'JURONG WEST')"	640626
7064	"('626', 'PASIR RIS DR 3', 'PASIR RIS')"	510626
7065	"('626', 'SENJA RD', 'BUKIT PANJANG')"	670626
7066	"('626', 'WOODLANDS AVE 6', 'WOODLANDS')"	730626
7067	"('626', 'YISHUN ST 61', 'YISHUN')"	760626
7068	"('627', 'ANG MO KIO AVE 9', 'ANG MO KIO')"	560627
7069	"('627', 'BEDOK RESERVOIR RD', 'BEDOK')"	470627
7070	"('627', 'BT BATOK CTRL', 'BUKIT BATOK')"	650627
7071	"('627', 'CHOA CHU KANG ST 62', 'CHOA CHU KANG')"	680627
7072	"('627', 'HOUGANG AVE 8', 'HOUGANG')"	530627
7073	"('627', 'JURONG WEST ST 65', 'JURONG WEST')"	640627
7074	"('627', 'PASIR RIS DR 3', 'PASIR RIS')"	510627
7075	"('627', 'SENJA RD', 'BUKIT PANJANG')"	670627
7076	"('627', 'WOODLANDS AVE 6', 'WOODLANDS')"	730627
7077	"('627', 'YISHUN ST 61', 'YISHUN')"	760627
7078	"('628', 'BEDOK RESERVOIR RD', 'BEDOK')"	470628
7079	"('628', 'BT BATOK CTRL', 'BUKIT BATOK')"	650628
7080	"('628', 'HOUGANG AVE 8', 'HOUGANG')"	530628
7081	"('628', 'JURONG WEST ST 65', 'JURONG WEST')"	640628
7082	"('628', 'PASIR RIS DR 3', 'PASIR RIS')"	510628
7083	"('628', 'YISHUN ST 61', 'YISHUN')"	760628
7084	"('628A', 'WOODLANDS RING RD', 'WOODLANDS')"	731628
7085	"('628B', 'WOODLANDS RING RD', 'WOODLANDS')"	732628
7086	"('629', 'ANG MO KIO AVE 4', 'ANG MO KIO')"	560629
7087	"('629', 'BEDOK RESERVOIR RD', 'BEDOK')"	470629
7088	"('629', 'HOUGANG AVE 8', 'HOUGANG')"	530629
7089	"('629', 'JURONG WEST ST 65', 'JURONG WEST')"	640629
7090	"('629', 'PASIR RIS DR 3', 'PASIR RIS')"	510629
7091	"('629', 'SENJA RD', 'BUKIT PANJANG')"	670629
7092	"('629', 'WOODLANDS RING RD', 'WOODLANDS')"	730629
7093	"('629', 'YISHUN ST 61', 'YISHUN')"	760629
7094	"('62A', 'STRATHMORE AVE', 'QUEENSTOWN')"	142062
7095	"('62B', 'STRATHMORE AVE', 'QUEENSTOWN')"	143062
7096	"('63', ""C'WEALTH DR"", 'QUEENSTOWN')"	140063
7097	"('63', 'CHAI CHEE RD', 'BEDOK')"	460063
7098	"('63', 'CIRCUIT RD', 'GEYLANG')"	370063
7099	"('63', ""JLN MA'MOR"", 'KALLANG/WHAMPOA')"	320063
7100	"('63', 'KALLANG BAHRU', 'KALLANG/WHAMPOA')"	330063
7101	"('63', 'MARINE DR', 'MARINE PARADE')"	440063
7102	"('63', 'NEW UPP CHANGI RD', 'BEDOK')"	461063
7103	"('63', 'TEBAN GDNS RD', 'JURONG EAST')"	600063
7104	"('63', 'TELOK BLANGAH HTS', 'BUKIT MERAH')"	100062
7105	"('630', 'ANG MO KIO AVE 4', 'ANG MO KIO')"	560630
7106	"('630', 'HOUGANG AVE 8', 'HOUGANG')"	530630
7107	"('630', 'JURONG WEST ST 65', 'JURONG WEST')"	640630
7108	"('630', 'PASIR RIS DR 3', 'PASIR RIS')"	510630
7109	"('630', 'SENJA RD', 'BUKIT PANJANG')"	670630
7110	"('630', 'WOODLANDS RING RD', 'WOODLANDS')"	730630
7111	"('630', 'YISHUN ST 61', 'YISHUN')"	760630
7112	"('631', 'ANG MO KIO AVE 4', 'ANG MO KIO')"	560631
7113	"('631', 'BEDOK RESERVOIR RD', 'BEDOK')"	470631
7114	"('631', 'CHOA CHU KANG NTH 6', 'CHOA CHU KANG')"	680631
7115	"('631', 'HOUGANG AVE 8', 'HOUGANG')"	530631
7116	"('631', 'JURONG WEST ST 65', 'JURONG WEST')"	640631
7117	"('631', 'PASIR RIS DR 3', 'PASIR RIS')"	510631
7118	"('631', 'SENJA RD', 'BUKIT PANJANG')"	670631
7119	"('631', 'WOODLANDS RING RD', 'WOODLANDS')"	730631
7120	"('631', 'YISHUN ST 61', 'YISHUN')"	760631
7121	"('632', 'ANG MO KIO AVE 4', 'ANG MO KIO')"	560632
7122	"('632', 'BEDOK RESERVOIR RD', 'BEDOK')"	470632
7123	"('632', 'CHOA CHU KANG NTH 6', 'CHOA CHU KANG')"	680632
7124	"('632', 'HOUGANG AVE 8', 'HOUGANG')"	530632
7125	"('632', 'JURONG WEST ST 65', 'JURONG WEST')"	640632
7126	"('632', 'PASIR RIS DR 3', 'PASIR RIS')"	510632
7127	"('632', 'VEERASAMY RD', 'CENTRAL AREA')"	200632
7128	"('632', 'WOODLANDS RING RD', 'WOODLANDS')"	730632
7129	"('632', 'YISHUN ST 61', 'YISHUN')"	760632
7130	"('632A', 'PUNGGOL DR', 'PUNGGOL')"	821632
7131	"('632B', 'PUNGGOL DR', 'PUNGGOL')"	822632
7132	"('632C', 'PUNGGOL DR', 'PUNGGOL')"	823632
7133	"('633', 'ANG MO KIO AVE 6', 'ANG MO KIO')"	560633
7134	"('633', 'BEDOK RESERVOIR RD', 'BEDOK')"	410633
7135	"('633', 'CHOA CHU KANG NTH 6', 'CHOA CHU KANG')"	680633
7136	"('633', 'HOUGANG AVE 8', 'HOUGANG')"	530633
7137	"('633', 'JURONG WEST ST 65', 'JURONG WEST')"	640633
7138	"('633', 'PASIR RIS DR 3', 'PASIR RIS')"	510633
7139	"('633', 'VEERASAMY RD', 'CENTRAL AREA')"	200633
7140	"('633', 'WOODLANDS RING RD', 'WOODLANDS')"	730633
7141	"('633', 'YISHUN ST 61', 'YISHUN')"	760633
7142	"('633A', 'PUNGGOL DR', 'PUNGGOL')"	821633
7143	"('633A', 'SENJA RD', 'BUKIT PANJANG')"	671633
7144	"('633A', 'YISHUN ST 61', 'YISHUN')"	761633
7145	"('633B', 'PUNGGOL DR', 'PUNGGOL')"	822633
7146	"('633B', 'SENJA RD', 'BUKIT PANJANG')"	672633
7147	"('633C', 'SENJA RD', 'BUKIT PANJANG')"	673633
7148	"('633D', 'SENJA RD', 'BUKIT PANJANG')"	674633
7149	"('634', 'ANG MO KIO AVE 6', 'ANG MO KIO')"	560634
7150	"('634', 'BEDOK RESERVOIR RD', 'BEDOK')"	410634
7151	"('634', 'CHOA CHU KANG NTH 6', 'CHOA CHU KANG')"	680634
7152	"('634', 'HOUGANG AVE 8', 'HOUGANG')"	530634
7153	"('634', 'JURONG WEST ST 65', 'JURONG WEST')"	640634
7154	"('634', 'PASIR RIS DR 1', 'PASIR RIS')"	510634
7155	"('634', 'VEERASAMY RD', 'CENTRAL AREA')"	200634
7156	"('634', 'WOODLANDS RING RD', 'WOODLANDS')"	730634
7157	"('634', 'YISHUN ST 61', 'YISHUN')"	760634
7158	"('634A', 'SENJA RD', 'BUKIT PANJANG')"	671634
7159	"('634B', 'SENJA RD', 'BUKIT PANJANG')"	672634
7160	"('635', 'ANG MO KIO AVE 6', 'ANG MO KIO')"	560635
7161	"('635', 'BEDOK RESERVOIR RD', 'BEDOK')"	410635
7162	"('635', 'CHOA CHU KANG NTH 6', 'CHOA CHU KANG')"	680635
7163	"('635', 'HOUGANG AVE 8', 'HOUGANG')"	530635
7164	"('635', 'JURONG WEST ST 65', 'JURONG WEST')"	640635
7165	"('635', 'PASIR RIS DR 1', 'PASIR RIS')"	510635
7166	"('635', 'VEERASAMY RD', 'CENTRAL AREA')"	200635
7167	"('635', 'WOODLANDS RING RD', 'WOODLANDS')"	730635
7168	"('635', 'YISHUN ST 61', 'YISHUN')"	760635
7169	"('635A', 'PUNGGOL DR', 'PUNGGOL')"	821635
7170	"('635A', 'SENJA RD', 'BUKIT PANJANG')"	671635
7171	"('635B', 'PUNGGOL DR', 'PUNGGOL')"	822635
7172	"('635B', 'SENJA RD', 'BUKIT PANJANG')"	672635
7173	"('635C', 'PUNGGOL DR', 'PUNGGOL')"	823635
7174	"('636', 'ANG MO KIO AVE 6', 'ANG MO KIO')"	560636
7175	"('636', 'BEDOK RESERVOIR RD', 'BEDOK')"	410636
7176	"('636', 'CHOA CHU KANG NTH 6', 'CHOA CHU KANG')"	680636
7177	"('636', 'HOUGANG AVE 8', 'HOUGANG')"	530636
7178	"('636', 'JURONG WEST ST 65', 'JURONG WEST')"	640636
7179	"('636', 'PASIR RIS DR 1', 'PASIR RIS')"	510636
7180	"('636', 'VEERASAMY RD', 'CENTRAL AREA')"	200636
7181	"('636', 'WOODLANDS RING RD', 'WOODLANDS')"	730636
7182	"('636', 'YISHUN ST 61', 'YISHUN')"	760636
7183	"('636A', 'PUNGGOL DR', 'PUNGGOL')"	821636
7184	"('636A', 'SENJA RD', 'BUKIT PANJANG')"	671636
7185	"('636A', 'YISHUN ST 61', 'YISHUN')"	761636
7186	"('636B', 'PUNGGOL DR', 'PUNGGOL')"	822636
7187	"('636B', 'SENJA RD', 'BUKIT PANJANG')"	672636
7188	"('636C', 'SENJA RD', 'BUKIT PANJANG')"	673636
7189	"('637', 'ANG MO KIO AVE 6', 'ANG MO KIO')"	560637
7190	"('637', 'BEDOK RESERVOIR RD', 'BEDOK')"	410637
7191	"('637', 'CHOA CHU KANG NTH 6', 'CHOA CHU KANG')"	680637
7192	"('637', 'HOUGANG AVE 8', 'HOUGANG')"	530637
7193	"('637', 'JURONG WEST ST 61', 'JURONG WEST')"	640637
7194	"('637', 'PASIR RIS DR 1', 'PASIR RIS')"	510637
7195	"('637', 'VEERASAMY RD', 'CENTRAL AREA')"	200637
7196	"('637', 'WOODLANDS RING RD', 'WOODLANDS')"	730637
7197	"('637', 'YISHUN ST 61', 'YISHUN')"	760637
7198	"('637A', 'PUNGGOL DR', 'PUNGGOL')"	821637
7199	"('637A', 'YISHUN ST 61', 'YISHUN')"	761637
7200	"('637B', 'PUNGGOL DR', 'PUNGGOL')"	822637
7201	"('637C', 'PUNGGOL DR', 'PUNGGOL')"	823637
7202	"('637D', 'PUNGGOL DR', 'PUNGGOL')"	824637
7203	"('638', 'ANG MO KIO AVE 6', 'ANG MO KIO')"	560638
7204	"('638', 'BEDOK RESERVOIR RD', 'BEDOK')"	410638
7205	"('638', 'CHOA CHU KANG ST 64', 'CHOA CHU KANG')"	680638
7206	"('638', 'HOUGANG AVE 8', 'HOUGANG')"	530638
7207	"('638', 'PASIR RIS DR 1', 'PASIR RIS')"	510638
7208	"('638', 'WOODLANDS RING RD', 'WOODLANDS')"	730638
7209	"('638', 'YISHUN ST 61', 'YISHUN')"	760638
7210	"('638A', 'PUNGGOL DR', 'PUNGGOL')"	821638
7211	"('638B', 'PUNGGOL DR', 'PUNGGOL')"	822638
7212	"('638C', 'PUNGGOL DR', 'PUNGGOL')"	823638
7213	"('639', 'ANG MO KIO AVE 6', 'ANG MO KIO')"	560639
7214	"('639', 'BEDOK RESERVOIR RD', 'BEDOK')"	410639
7215	"('639', 'BT BATOK CTRL', 'BUKIT BATOK')"	650639
7216	"('639', 'CHOA CHU KANG ST 64', 'CHOA CHU KANG')"	680639
7217	"('639', 'HOUGANG AVE 8', 'HOUGANG')"	530639
7218	"('639', 'JURONG WEST ST 61', 'JURONG WEST')"	640639
7219	"('639', 'PASIR RIS DR 1', 'PASIR RIS')"	510639
7220	"('639', 'ROWELL RD', 'CENTRAL AREA')"	200639
7221	"('639', 'WOODLANDS RING RD', 'WOODLANDS')"	730639
7222	"('639', 'YISHUN ST 61', 'YISHUN')"	760639
7223	"('63A', 'LENGKOK BAHRU', 'BUKIT MERAH')"	151063
7224	"('63B', 'LENGKOK BAHRU', 'BUKIT MERAH')"	152063
7225	"('64', ""C'WEALTH DR"", 'QUEENSTOWN')"	141064
7226	"('64', 'CIRCUIT RD', 'GEYLANG')"	370064
7227	"('64', ""JLN MA'MOR"", 'KALLANG/WHAMPOA')"	320064
7228	"('64', 'KALLANG BAHRU', 'KALLANG/WHAMPOA')"	330064
7229	"('64', 'MARINE DR', 'MARINE PARADE')"	440064
7230	"('64', 'NEW UPP CHANGI RD', 'BEDOK')"	460064
7231	"('64', 'TEBAN GDNS RD', 'JURONG EAST')"	600064
7232	"('64', 'TELOK BLANGAH DR', 'BUKIT MERAH')"	100064
7233	"('640', 'ANG MO KIO AVE 6', 'ANG MO KIO')"	560640
7234	"('640', 'BEDOK RESERVOIR RD', 'BEDOK')"	410640
7235	"('640', 'CHOA CHU KANG ST 64', 'CHOA CHU KANG')"	680640
7236	"('640', 'HOUGANG AVE 8', 'HOUGANG')"	530640
7237	"('640', 'JURONG WEST ST 61', 'JURONG WEST')"	640640
7238	"('640', 'PASIR RIS DR 1', 'PASIR RIS')"	510640
7239	"('640', 'ROWELL RD', 'CENTRAL AREA')"	200640
7240	"('640', 'WOODLANDS RING RD', 'WOODLANDS')"	730640
7241	"('640', 'YISHUN ST 61', 'YISHUN')"	760640
7242	"('640A', 'YISHUN ST 61', 'YISHUN')"	761640
7243	"('641', 'BEDOK RESERVOIR RD', 'BEDOK')"	410641
7244	"('641', 'CHOA CHU KANG ST 64', 'CHOA CHU KANG')"	680641
7245	"('641', 'HOUGANG AVE 8', 'HOUGANG')"	530641
7246	"('641', 'JURONG WEST ST 61', 'JURONG WEST')"	640641
7247	"('641', 'PASIR RIS DR 1', 'PASIR RIS')"	510641
7248	"('641', 'ROWELL RD', 'CENTRAL AREA')"	200641
7249	"('641', 'YISHUN ST 61', 'YISHUN')"	760641
7250	"('641A', 'PUNGGOL DR', 'PUNGGOL')"	821641
7251	"('641B', 'PUNGGOL DR', 'PUNGGOL')"	822641
7252	"('641C', 'PUNGGOL DR', 'PUNGGOL')"	823641
7253	"('642', 'ANG MO KIO AVE 5', 'ANG MO KIO')"	560642
7254	"('642', 'BEDOK RESERVOIR RD', 'BEDOK')"	410642
7255	"('642', 'BT BATOK CTRL', 'BUKIT BATOK')"	650642
7256	"('642', 'CHOA CHU KANG ST 64', 'CHOA CHU KANG')"	680642
7257	"('642', 'HOUGANG AVE 8', 'HOUGANG')"	530642
7258	"('642', 'JURONG WEST ST 61', 'JURONG WEST')"	640642
7259	"('642', 'PASIR RIS DR 10', 'PASIR RIS')"	510642
7260	"('642', 'ROWELL RD', 'CENTRAL AREA')"	200642
7261	"('642', 'YISHUN ST 61', 'YISHUN')"	760642
